,phrase,intents
2077,is there a lot of traffic in san fran today,get_info_traffic
2078,What special events are going on at Universal Studios this month,"get_event,get_location"
2079,Traffic time from here into Chicago today,"get_estimated_duration,get_location"
2080,show me the uninterrupted route to kashi,get_directions
2081,Distance from east coast to west,get_distance
2082,How long does it take to reach the Air force hospital from Cairo festival city mall?,"get_estimated_duration,get_location,get_location"
2083,Pet friendly events near me this month,"get_event,get_location"
2084,Will I be able to get to the doctors office by noon if I leave at 9 am,"get_estimated_arrival,get_location"
2085,"If I travel from here to Portland and then to Vegas, how many miles is that in all","get_distance,get_location"
2086,how fast can I get from mom's house to downtown?,"get_estimated_duration,get_location_home"
2087,Can I get the time to Dallas using I-90?,get_estimated_duration
2088,What is traffic like between here and the Fiesta Arts Fair?,"get_info_traffic,get_location,get_event"
2089,Whats going on in the theater district,get_event
2090,"My uncle needs a ride from Rochester to Utica, how long will that drive take?",get_estimated_duration
2091,How long of a drive will it be if I leave right now to go to the grocery store?,"get_estimated_duration,get_location"
2092,What is the estimated travel time to Scranton,get_estimated_duration
2093,is the traffic bad today,get_info_traffic
2094,"how long is the drive home at 5pm, typically","get_estimated_duration,get_location_home"
2095,how far is chicago from los angeles,get_distance
2096,Please tell me the traffic going home is light,"get_info_traffic,get_location_home"
2097,How long will it take to drive to the airport now,"get_estimated_duration,get_location"
2098,Plot my course on highway 11 from Cleveland to Perry Ohio.,get_directions
2099,what time is penn and teller's vegas show next week,get_event
2100,Is anything going on,get_event
2101,family events in savannah for the month of june,get_event
2102,Give me a less traffic alternative than Keystone Ave,update_directions
2103,Is traffic congested,get_info_traffic
2104,Is there construction on my route to Michigan State?,"get_info_traffic,get_location"
2105,March 20th; Houston; TobyMac shows,get_event
2106,Are there any lanes blocked on I-465,unsupported_navigation
2107,"I'm pulling onto route one right now, what time should I arrive in Washington DC?",get_estimated_arrival
2108,Did the four way stop on Spring Valley flood today?,"get_info_road_condition,get_location"
2109,How is the traffic on East Blvd,get_info_traffic
2110,When is next us president election?,get_event
2111,What are the road conditions going to Warroad tonight?,get_info_road_condition
2112,How long I will take to travel until Florianóplis?,get_estimated_duration
2113,"What is the distance between Provo, UT and St. George, UT",get_distance
2114,How many miles are between Saint Joseph and Elwood,get_distance
2115,"How long will it take me to drive from Ripley's Aquarium to Lowes in Sevierville, driving on Parkway at 5 pm?","get_estimated_duration,get_location,get_location,get_location"
2116,Arena Seattle performance starts at 8pm tonight,"get_event,get_location"
2117,Any sporting events I can attend over the weekend,get_event
2118,What kind of food events are happening in Raleigh this month,get_event
2119,can i be on time for if taken Ellis road for Spring Holi Run.,"get_estimated_arrival,get_event"
2120,Will the 520 bridge be closed this weekend at any time,unsupported_navigation
2121,"what's the distance from decatur, alabama to decatur, georgia",get_distance
2122,Distance between chicago and charlotte,get_distance
2123,"Whats the traffic like in Jamaica,NY",get_info_traffic
2124,Does 422 or main street have less traffic,unsupported_navigation
2125,any accidents on my route,get_info_traffic
2126,What's going on in Atlanta on Next Sunday,get_event
2127,Show me traffic report,get_info_traffic
2128,Is the traffic heavy in bolton,get_info_traffic
2129,New York events,get_event
2130,How long does it take to drive to Ohio,get_estimated_duration
2131,What can I do that's fun in Milwaukee on Sunday,get_event
2132,Are there any road closures in Atlanta this week,get_info_traffic
2133,Get me driving directions to the science museum downtown Cleveland,"get_directions,get_location"
2134,the best restaurant near me,unsupported
2135,Are there traffic jams already for the Monster Jam event,"get_info_traffic,get_event"
2136,"If I go see the late movie instead of the 7 pm movie at AMC, will I still be able to make it to Dawn's house by midnight",unsupported_navigation
2137,Anything to do tomorrow in New Jersey,get_event
2138,what is the time to get home,"get_estimated_duration,get_location_home"
2139,What is the speed limit on I70,unsupported_navigation
2140,How many of my friends have iphones?,unsupported
2141,What does the traffic look like this morning,get_info_traffic
2142,What's the best way to get to the train station during rush hour?,"get_directions,get_location"
2143,what's the driving distance from Seattle to Boise,get_distance
2144,Is I45 Backed up,get_info_traffic
2145,Are the roads flooding this morning?,get_info_road_condition
2146,please give me today's traffic,get_info_traffic
2147,Where is the place to be this weekend in El Paso,get_event
2148,"If I need to be in Columbus by 5pm, what time should I leave Cleveland?",get_estimated_departure
2149,how long will it take to get to richmond,get_estimated_duration
2150,What city will the next Winter Olympics be held in,get_event
2151,Directions from my house to the nearest gas station,"get_directions,get_location_home,get_location"
2152,"Christmas Day December 25, 2017 Events in Houston, TX",get_event
2153,What's up this week,get_event
2154,Are there any traffic accident alerts near me,"get_info_traffic,get_location,get_location"
2155,is there a show this weekend downtown,get_event
2156,Why is the traffic stopped on US 41 in front of the Mall right now?,"get_info_traffic,get_location"
2157,Can I make it to ohio by 2 am,get_estimated_arrival
2158,What's the typical driving time between Las Vegas and the Grand Canyon?,"get_estimated_duration,get_location"
2159,Did strong winds cause any delays on the interstate this morning?,"get_info_traffic,get_location"
2160,Networking parties happening this weekend,get_event
2161,"Get the time to Manhattan Beach, CA, using SR 1.",get_estimated_duration
2162,Traffic around Ravenna,"get_info_traffic,get_location"
2163,HOW DOES THE TRAFFIC LOOK BETWEEN TAMPA AND WESLEY CHAPEL,get_info_traffic
2164,Will I cross any railroad tracks on the way to Biloxi using Highway 49 South?,"get_info_route,get_location"
2165,events in concord,get_event
2166,Is there a traffic delay on I65 right now,get_info_traffic
2167,How many miles is it from California to Madagascar,get_distance
2168,What events are this summer in Portland,get_event
2169,how long is my drive from home to 6 flags,"get_estimated_duration,get_location_home,get_location"
2170,Speed limit of my route to work,unsupported_navigation
2171,When are some job fair events going on this next month,get_event
2172,Can I get to the hickey game in Portland by 10,"get_estimated_arrival,get_event"
2173,what is the current traffic conditions in LA today,get_info_traffic
2174,are there any accidents on my way home from work,"get_info_traffic,get_location_home,get_location_work"
2175,How long will it take me to get to Dr. Johnson's office?,"get_estimated_duration,get_location_work"
2176,Is traffic light or heavy right now,get_info_traffic
2177,How long till I get to L.A?,get_estimated_duration
2178,how do i get to the coldplay concert in seattle,"get_directions,get_event"
2179,What is the traffic near me,"get_info_traffic,get_location,get_location"
2180,Tell me what traffic is like on Paseo Del Norte this morning.,get_info_traffic
2181,How long will my commute to work be today,"get_estimated_duration,get_location_work"
2182,Which tree lightings are happening today,get_event
2183,What time will I make it to work after dropping Jace off at school,"get_estimated_arrival,get_location_work,get_location_school"
2184,What is happening downtown tonight,get_event
2185,how much traffic on backroads,"get_info_traffic,get_location"
2186,Best time to drive home,unsupported_navigation
2187,How long will it take me to drive from my house to the Jazz festival?,"get_estimated_duration,get_location_home,get_event"
2188,Are there any road blocks,unsupported_navigation
2189,Can I get to wall street by 11:00 PM with taxi?,get_estimated_arrival
2190,How long will it take me to drive to my meeting in henrietta at 4pm?,"get_estimated_duration,get_event"
2191,are the roads safe today or is there too much snow to be able to drive?,get_info_road_condition
2192,Who is coming to visit this Friday,unsupported_event
2193,What is traffic like driving from Boston to New York,get_info_traffic
2194,how long will it take me to go to the store,"get_estimated_duration,get_location"
2195,How late am I going to be,get_estimated_arrival
2196,What's going on in Youngstown tonight,get_event
2197,What are the road conditions on I-10?,get_info_road_condition
2198,what time will i get to costco orlando if i leave now,"get_estimated_arrival,get_location"
2199,garth brooks concerts in florida this year,get_event
2200,if I leave home at 6am when will I get at Uncle jacks house,"get_estimated_arrival,get_location_home,get_location_home"
2201,Can I get to Winchester before 5am?,get_estimated_arrival
2202,Travel time from Winesburg to the Billy Joel concert in Cincinnati tonight,"get_estimated_duration,get_event"
2203,What is the traffic like on 95 right now,get_info_traffic
2204,what's happening downtown tonight,get_event
2205,How far is Numbers from me,unsupported
2206,What route what I take if I wanted to get from Tallahassee Florida to sea world without taking any tollroads,"get_directions,get_location,get_location"
2207,Events in New Berlin,get_event
2208,What kind of traffic is there from Memphis to Nashville,get_info_traffic
2209,How many streets lights are there from Tim's to my brothers home,unsupported_navigation
2210,Is there traffic today going home,"get_info_traffic,get_location_home"
2211,Is there an accident in the area,"get_info_traffic,get_location"
2212,What is traffic like on the highway,"get_info_traffic,get_location"
2213,Are there any backups on the PA turnpike,get_info_traffic
2214,Is traffic going to be bad for the Lakers game tonight,"get_info_traffic,get_event"
2215,What time does rush hour start,unsupported_navigation
2216,traffic through orlando to tampa,get_info_traffic
2217,what is the quickest route to take,get_directions
2218,What is the distance between Cleveland and Chicago,get_distance
2219,Things to do in Seattle this weekend,get_event
2220,Is traffic heavy downtown right now,get_info_traffic
2221,Please tell me the time it will take to make it to the Baron's baseball game in Birmingham.,"get_estimated_duration,get_event"
2222,What is the distance from Meridian to McCall,get_distance
2223,Things To do in Belleville Illinois this weekend,get_event
2224,What is the traffic from here to UCSD,"get_info_traffic,get_location,get_location"
2225,How long will it take me to drive to volleyball practice,"get_estimated_duration,get_event"
2226,What is the distance from San Diego to Long Island,get_distance
2227,Suggest a different street,update_directions
2228,Is there any speed bump between my house and Linda's house?,unsupported_navigation
2229,Tell me the traffic conditions for Boulder,get_info_traffic
2230,tonight's traffic conditions,get_info_traffic
2231,"If I leave at 9am, will I make it to the Fox theater by 10 pm?","get_estimated_arrival,get_location"
2232,How long will it take me to drive to the South Carolina Aquarium on I-26,"get_estimated_duration,get_location"
2233,Is there a better route to avoid traffic,update_directions
2234,what is the traffic like,get_info_traffic
2235,when are the Christmas parades near me,"get_event,get_location"
2236,traffic to downtown on Saturdays,get_info_traffic
2237,music events happening in Pensacola this weekend,get_event
2238,How long will it take me to drive to Disneyland,"get_estimated_duration,get_location"
2239,How long does it take to drive from Corvallis to Eugene on I-5?,get_estimated_duration
2240,Are there any craft fairs near me this month,"get_event,get_location"
2241,what's at the house of blues,"get_event,get_location"
2242,things to do in Orlando tonight,get_event
2243,how long should it take me to arrive home if i leave at 2pm,"get_estimated_duration,get_location_home"
2244,Estimated time-frame to reach store,"get_estimated_arrival,get_location"
2245,is there a lot of traffic right now,get_info_traffic
2246,How many hours to get to Kalamazoo,get_estimated_duration
2247,Is there a traffic forecast,get_info_traffic
2248,things to do in LA during the summer,get_event
2249,How is the traffic on Paul Road,get_info_traffic
2250,Time to Tarrytown from West Islip avoiding tolls,"get_estimated_duration,get_location"
2251,"Things to do in Colorado Springs, Colorado this Christmas",get_event
2252,is traffic better today than yesterday,unsupported_navigation
2253,Is traffic intense tonight,get_info_traffic
2254,why is i80 closed,get_info_traffic
2255,What time should I leave work tonight if I don't want to sit in traffic?,"get_estimated_departure,get_location_work"
2256,traffic report for Portland,get_info_traffic
2257,what are the detours to access love park in the afternoon by car?,"get_directions,get_location"
2258,Events with Santa next week,get_event
2259,"What cool things are happening in Virginia Beach, VA this week",get_event
2260,Where do I get tickets for Bruce Springsteen at the Schottenstein center,unsupported_event
2261,What is the distance from the court house to the city building,"get_distance,get_location,get_location"
2262,Is Yosemite open for the season and can I camp there?,unsupported
2263,Did the road construction ended in kahului,unsupported_navigation
2264,Are there any accidents on my drive home,"get_info_traffic,get_location_home"
2265,How many minutes to 346 18th Street?,get_estimated_duration
2266,how many miles from branson to springfield,get_distance
2267,puppet shows in Keller,get_event
2268,What is the traffic like in Brownsburg,get_info_traffic
2269,how many miles is it from New York to California,get_distance
2270,How long will it take me to travel from Schofield to Marine Corps Base in Kaneohe if I leave now,"get_estimated_duration,get_location"
2271,What free music festivals are in Charlotte this summer,get_event
2272,what is the best way to get in touch with all my friends to organize my Alumni meet.,unsupported
2273,"Get directions to the Music Store in Baltimore, Maryland.","get_directions,get_location"
2274,Any sport activities near me,"get_event,get_location"
2275,how long does it take to drive to seattle,get_estimated_duration
2276,Concerts in Irvine tomorrow,get_event
2277,What are the dates for the Memphis in May barbeque festival,get_event
2278,Is the accident clear on interstate 81,get_info_traffic
2279,Music events in Virginia next week,get_event
2280,If I leave at 5pm will there be a lot of traffic,get_info_traffic
2281,Can I get to the Target in Helotes via La Cantera Parkway?,"get_directions,get_location"
2282,Shows by Ozzy Osbourne next week in London,get_event
2283,Things to do in Orlando this weekend,get_event
2284,tree lighting parties,get_event
2285,What is the traffic in Salt Lake,get_info_traffic
2286,looking for festivals in brevard county for January,get_event
2287,"Is there a car show in Pleasanton, California this weekend",get_event
2288,how long will it take me to get to beijing from miami by plane,get_estimated_duration
2289,How long is the drive from my current location to Portland?,"get_estimated_duration,get_location"
2290,get time to rhode island via 684,get_estimated_duration
2291,what is the traffic from portland to boise,get_info_traffic
2292,What to see in Gatlinburg,get_event
2293,What is thefastest route and driving time from Salt Lake Odessa?,"combine,get_directions,get_estimated_duration"
2294,fun concerts in Kansas City tomorrow night,get_event
2295,Is there any flooding conditions on my way to the football game downtown tomorrow morning?,"get_info_road_condition,get_event"
2296,will the snow affect traffic today,get_info_traffic
2297,how far is tampa from st pete,get_distance
2298,Any traffic jams on my way to Yellow Springs,get_info_traffic
2299,Is there any construction on the way to work this morning?,"get_info_traffic,get_location_work"
2300,Are there any science fairs happening tomorrow at 3p,get_event
2301,I want to see The NUtcracker. Where can I go,get_event
2302,Is the traffic better on the expressway or through the city,unsupported_navigation
2303,"Will I make it to my first meeting with Karen this afternoon, given the construction on Lake Ave?","get_estimated_arrival,get_event"
2304,whats the best detour route to avoid traffic,get_directions
2305,New stores opening within the next year in my area,unsupported
2306,Can I get to San Francisco before lunch,get_estimated_arrival
2307,Is there any accidents,get_info_traffic
2308,is there an accident on my way,get_info_traffic
2309,traffic getting to work,"get_info_traffic,get_location_work"
2310,are traffic patterns normal around the city,"get_info_traffic,get_location"
2311,Are there any Scenic markers near me?,"get_location,get_location"
2312,Breakfast with Santa in December in Erie,get_event
2313,What is the current traffic travelling from Cleveland to Pittsburgh,get_info_traffic
2314,Please give me the traffic update,get_info_traffic
2315,Distance from Philadelphia to Newark NJ,get_distance
2316,what is the traffic like in downtown Atlanta,get_info_traffic
2317,Eric Church shows this weekend in France,get_event
2318,"Getting 30 miles per gallon and the tank is 16 gallons, how many miles can I drive",unsupported_navigation
2319,If I take i57 will I make it to Peotone by 2:30?,get_estimated_arrival
2320,if i left in 15 minutes what time could i get to justins house,"get_estimated_arrival,get_location_home"
2321,Are there any accidents in Altamonte Springs,get_info_traffic
2322,"the next smashing pumpkins concert in sacramento,",get_event
2323,How long is my commute to work today,"get_estimated_duration,get_location_work"
2324,When should I leave for my 8am appointment at the U of M?,"get_estimated_departure,get_event,get_location"
2325,How long will it take me to get from my mom's house in Meridian to my brother's house in Kuna?,"get_estimated_duration,get_location_home,get_location,get_location_home,get_location"
2326,are there any detours for the I90 construction,get_info_traffic
2327,whats happening now,get_event
2328,which route has the lightest flow of traffic,unsupported_navigation
2329,What is the distance between Toledo and east lansing,get_distance
2330,Are the roads icy today,get_info_road_condition
2331,what's the traffic going to be like getting to the beach this weekend,"get_info_traffic,get_location"
2332,Get me driving directions to the Westfarms mall from my house,"get_directions,get_location,get_location_home"
2333,What's something fun to do tomorrow,get_event
2334,Reroute around this accident,get_directions
2335,Is the traffic slow around here?,"get_info_traffic,get_location"
2336,What is the flight distance from Dallas to Maui,get_distance
2337,Where can I hear live music,get_event
2338,What time is my brother's doctor appointment?,unsupported
2339,Are there any country concerts this weekend,get_event
2340,Which restaurants are my friends tending to eat at the most?,unsupported
2341,What's the traffic like,get_info_traffic
2342,"If I take a bus to downtown now , when should I arrive?",get_estimated_arrival
2343,How long is the trip from Los Angeles from Las Vegas?,get_estimated_duration
2344,movie times 29720,get_event
2345,What is the traffic going to Queens,get_info_traffic
2346,Find me some fun event for tomorrow,get_event
2347,What is the traffic like right now in Naples,get_info_traffic
2348,is traffic light during summer in hansen,get_info_traffic
2349,What do I have going on tomorrow,get_event
2350,How much time will traffic add to my commute if I leave at 8:30pm?,get_estimated_duration
2351,How much traffic is on the highway,"get_info_traffic,get_location"
2352,How long will me commute be today,get_estimated_duration
2353,Would it be faster to take my bike to the parade tonight from my house or to take my car,unsupported_navigation
2354,how the traffic on my way to my doctor,"get_info_traffic,get_location"
2355,Where is the best nativity scene near me,"get_event,get_location"
2356,Traffic patterns in Winston on 52,"get_info_traffic,get_location"
2357,What is the traffic like from home to Sam's house,"get_info_traffic,get_location_home,get_location_home"
2358,traffic for blasdel ny,get_info_traffic
2359,Feed the homeless events in St. George this Christmas,get_event
2360,Is Phila traffic heavy at 7 pm,get_info_traffic
2361,Is there a different route,update_directions
2362,what is the traffic like to hollywood today,get_info_traffic
2363,What is the distance from here to San Diego,"get_distance,get_location"
2364,is there any wine glass painting events in orlando tomorrow afternoon,get_event
2365,what chrismtas lighting events are in my area tonight,"get_event,get_location"
2366,what restaurants stay open late near my office,unsupported
2367,is traffic bad between los angeles and san diego,get_info_traffic
2368,How long is my drive to the doctor,"get_estimated_duration,get_location"
2369,How long will it take me to get from West Lebanon to Wakefield,get_estimated_duration
2370,Give me directions to the downtown festival without passing construction.,"get_directions,get_event"
2371,when is burning man,unsupported
2372,Give me the driving time from Toledo to Denver,get_estimated_duration
2373,When will rush hour end,unsupported_navigation
2374,How is the traffic to Longview,get_info_traffic
2375,"Can you tell me what traffic is like in Indonesia, please",get_info_traffic
2376,If I want to get to the Justin Timberlake concert by 5pm what time should I leave?,"get_estimated_departure,get_event"
2377,How is the traffic on Business 40 going through Raleigh?,get_info_traffic
2378,With all the flooding in Louisiana can I still make it from here to New Orleans in 5 hours if I travel by car,"get_estimated_arrival,get_location"
2379,What is causing traffic,get_info_traffic
2380,is traffic stopped on the 405?,get_info_traffic
2381,What is the traffic like in Raleigh currently,get_info_traffic
2382,How far is it from Minneapolis to Miami,get_distance
2383,How long will it take for me to drive to Orlando from here if I avoid all major interstates and all the flooded areas?,"get_estimated_duration,get_location,get_location"
2384,Fun local activities,"get_event,get_location"
2385,show the latest traffic updates for my route,get_info_traffic
2386,take a detour please,update_directions
2387,How far is Arizona from Hawaii,get_distance
2388,Where is George Straight playing this next Spring,get_event
2389,Is there a lot of traffic due to the parade today,"get_info_traffic,get_event"
2390,Where is the closet Kroger to me located,unsupported
2391,church events this month,get_event
2392,What time is the Pittsburgh symphony concert start tonight,get_event
2393,What kind of food is within a half mile of here,unsupported
2394,Is there flooding on 5th Avenue driving down to Battery Park?,"get_info_road_condition,get_location"
2395,Fun stuff to do this weekend,get_event
2396,what should I do tomorrow,get_event
2397,Whats happening in Pittsburgh this weekend,get_event
2398,what is the distance between NYC and New Jersey,get_distance
2399,Gun shows scheduled at the BJCC this year,"get_event,get_location"
2400,is traffic getting better or worse,get_info_traffic
2401,Where is the fastest detour,"get_directions,get_location"
2402,What is the cost of the barn fire,unsupported_event
2403,"Is it heavy traffic in Parma, Ohio from 9 AM to 5 PM",get_info_traffic
2404,Are they are traffic delays on I-55 this afternoon heading into Ohare,"get_info_traffic,get_location"
2405,How long will it take to drive to my 8pm Zumba class if I leave at 7pm?,"get_estimated_duration,get_event"
2406,What to do in New York City in December,get_event
2407,What is happening in Disney Springs Saturday night,"get_event,get_location"
2408,what's happening saturday in houston,get_event
2409,Any hot parties for Christmas Eve,get_event
2410,Is the accident cleared on 169,get_info_traffic
2411,How much time it take to reach Cairo by bus in this morning?,get_estimated_duration
2412,how is the traffic in Henrietta,get_info_traffic
2413,Will I caught up in flooded road on my way to campus?,"get_info_road_condition,get_location_school"
2414,can i make it to the buck game before tipoff if i leave now,"get_estimated_arrival,get_event"
2415,What time should I leave tonight to get to the rock concert by 8pm,"get_estimated_departure,get_event"
2416,what highways do i need to avoid for traffic stops,unsupported_navigation
2417,how long is a flight from Miami to Paris,get_estimated_duration
2418,How many work zones are there along this route,get_info_traffic
2419,"how far is it to Washington, DC",get_distance
2420,Which freeways near me have carpool lanes,unsupported_navigation
2421,family friendly events in santa clarita,get_event
2422,shortest way to the store,"get_directions,get_location"
2423,"Please let me know how the traffic will be driving from Daphne, AL to Gulf Shores, AL today",get_info_traffic
2424,How would it take me to drive from Mt. hood to Washington State?,"get_estimated_duration,get_location"
2425,traffic for downtown Chicago please,get_info_traffic
2426,What's the traffic like going to Duluth,get_info_traffic
2427,Please tell me how to get to the New Mexico State Fair grounds by taking Lomas,"get_directions,get_location"
2428,Can I be home by 5 pm if I leave now?,"get_estimated_arrival,get_location_home"
2429,What time should i leave work to arrive at kent stage by 7,"get_estimated_departure,get_location_work,get_location"
2430,How is the traffic from Los Angeles to Irvine,get_info_traffic
2431,can i make my daughters soccer game at 5pm if i leave right now,"get_estimated_arrival,get_event,get_contact"
2432,How long is the drive to the theatre,"get_estimated_duration,get_location"
2433,HOW MANY MILES FROM PHILADELPHIA TO THE POCONOS,get_distance
2434,Will there be any traffic holdups that you know of,get_info_traffic
2435,how long will it take to drive to alpharetta,get_estimated_duration
2436,at 55 miles per hour how long will it take me to go 20 miles,unsupported_navigation
2437,How much further is this bumper to bumper traffic on I-75,get_info_traffic
2438,Which is the fastest route to work,"get_directions,get_location_work"
2439,Is Route 55 still backed up,get_info_traffic
2440,Who is in concert at the Hard Rock this month,"get_event,get_location"
2441,what is the traffic like on my way to work,"get_info_traffic,get_location_work"
2442,What's the distance between lake Stevens and Seattle,get_distance
2443,Tupperware parties happening,get_event
2444,Are the roads clear between my house and Lisa's?,"get_info_traffic,get_location_home,get_location_home"
2445,Music events in Sioux falls next weekend,get_event
2446,things to do in nyc this weekend,get_event
2447,Anything happening now,get_event
2448,any concerts in orange county going on today,get_event
2449,How much time should I allot to get to my dentist appointment at 3:30 tomorrow?,"get_estimated_duration,get_event"
2450,any fun stuff to do in grafton tonight,get_event
2451,Get the time to Alexandria using Desert Road,get_estimated_duration
2452,How far is it to the new hospital on 48th Ave S. from home?,"get_distance,get_location,get_location_home"
2453,How long will it take to drive to Atlanta from Miami,get_estimated_duration
2454,How long will it take me to drive from my current location to my shop in Ann Arbor,"get_estimated_duration,get_location,get_location_work,get_location"
2455,How long would it take me to drive to Adam's house if I left work at 4 to go there?,"get_estimated_duration,get_location_home,get_location_work"
2456,Take me home please,"get_directions,get_location_home"
2457,Duval county holiday events,get_event
2458,How many miles is it to Plano,get_distance
2459,Things to do in Iceland in July,get_event
2460,"I'm late - find me the fastest route to get to school, if I leave right now","get_directions,get_location_school"
2461,Is there any traffic on my commute,get_info_traffic
2462,can i make it by 16:00?,get_estimated_arrival
2463,Famlily ice skating this weekend,get_event
2464,concerts in Gatlinburg,get_event
2465,Hanson concerts coming up this month,get_event
2466,How far is it from Houston to New Orleans,get_distance
2467,What time does the Hank Aaron Christmas light show start on Friday night,get_event
2468,What is my best route home to avoid traffic,"get_directions,get_location_home"
2469,Things to see on Oahu on Christmas Day,get_event
2470,which is the fastest way to school avoid accident blockage,"get_directions,get_location_school"
2471,is traffic heavier than a normal Friday,unsupported_navigation
2472,Any Christmas events in South Florida,get_event
2473,Concerts in brookings,get_event
2474,What are some events happening in San Francisco over this weekend,get_event
2475,See if you can find Beauty & the Beast play for kids near home,"get_event,get_location,get_location_home"
2476,Can I get to the Canadian border by 7pm if I leave now?,get_estimated_arrival
2477,Locate information on things to do in San Antonio this Friday for kids,get_event
2478,Fall Foliage Tours on Sunday in Pelham,get_event
2479,What route should I take to avoid the March for Science next month?,"get_directions,get_event"
2480,How many events are happening near me today,unsupported_event
2481,What's the traffic update,get_info_traffic
2482,Should i be taking another alternative route due to traffic on US 41,get_info_traffic
2483,What's the traffic in Sacramento,get_info_traffic
2484,Can I have an update on the traffic report,get_info_traffic
2485,how heavy is traffic right now on hwy 25 south,get_info_traffic
2486,Places to visit in San Francisco with a toddler in the evening,get_event
2487,What is the holiday schedule of events for SeaWorld in San Diego for next week,"get_event,get_location"
2488,find alternative route home,"update_directions,get_location_home"
2489,where is the closest art show in london,"get_event,get_location"
2490,How long is the expected traffic delay on I65 right now,get_info_traffic
2491,do you like school,unsupported
2492,What are some events happening in Texas next month,get_event
2493,romantic getaway oahu December,get_event
2494,How long is traffic going to delay me,get_estimated_duration
2495,places to go after midnight,get_event
2496,Whats the rush hour traffic on way home,"get_info_traffic,get_location_home"
2497,How long will it take me to get to Valparaiso if I take Route 30 this evening after 5?,get_estimated_duration
2498,greeting and meeting for senior citizen,get_event
2499,What is traffic like between here and home,"get_info_traffic,get_location,get_location_home"
2500,will there be traffic near the concert hall tonight,"get_info_traffic,get_location,get_location"
2501,Traffic in Michigan Ave from Wabash to Ohio Ave,get_info_traffic
2502,What is the distance between NYC and Texas,get_distance
2503,Will there be a lot of traffic on my way home from work,"get_info_traffic,get_location_home,get_location_work"
2504,Where is Madinet Nasr Traffic administration ?,get_location
2505,things to do on my free time,get_event
2506,What is the average travel speed of a flight from JFK to LAX,"get_estimated_duration,get_location,get_location"
2507,how long will it take me to come to the warriors parade this morning,"get_estimated_duration,get_event"
2508,Kid friendly events happening near me,"get_event,get_location"
2509,What time will traffic clear up,unsupported_navigation
2510,what does highway traffic look like right now,"get_info_traffic,get_location"
2511,Can I get to work in 15 minutes using route 81?,"get_estimated_duration,get_location_work"
2512,What does the traffic look like right now,get_info_traffic
2513,are there any Christmas parties this week,get_event
2514,what kid friendly activities are available in Columbus next weekend,get_event
2515,What is the quickest way to get to Baylor Hospital,"get_directions,get_location"
2516,is traffic backed up any where,get_info_traffic
2517,Is that accident cleared on Main Street yet,get_info_traffic
2518,How long will it take to drive from my home to the nearest beach,"get_estimated_duration,get_location_home,get_location"
2519,Driving directions to the mall.,"get_directions,get_location"
2520,how long will it take me to get to the movie theatre if i leave in 5 min?,"get_estimated_duration,get_location"
2521,What bands are playing at Stubb's this weekend,"get_event,get_location"
2522,Kid Friendly events Sunday,get_event
2523,what's going on in Mt Dora tonight,get_event
2524,when should i leave to miss traffic,get_estimated_departure
2525,How long will it take me to get to Bills house if I leave now?,"get_estimated_duration,get_location_home"
2526,What is the traffic driving from Newark to New York,get_info_traffic
2527,What is the traffic driving from Minneapolis to Hopkins at 1 pm,get_info_traffic
2528,are tickets still available to Alton Brown in Indianapolis,unsupported
2529,What should I do today,get_event
2530,When is the construction starting on my route,unsupported_navigation
2531,Mexican restaurants nearby,unsupported
2532,Are there any roads closed on my way to work,"get_info_traffic,get_location_work"
2533,traffic conditions now please,get_info_traffic
2534,"What time do I need to leave home to get to Orlando, FL by 8 am tomorrow?","get_estimated_departure,get_location_home"
2535,"How far is it from Gulf Shores, Alabama to New Orleans",get_distance
2536,Give me events,get_event
2537,Christmas light shows in Phoenix for tonight,get_event
2538,Portland concerts during December,get_event
2539,Events today near me,"get_event,get_location"
2540,How many miles is it from here to the Giant store,"get_distance,get_location,get_location"
2541,What is the distance between Los Angeles and New York,get_distance
2542,How are people driving right now headed towards Chandler,get_directions
2543,take me to the highway,"get_directions,get_location"
2544,What is the most popular degree at Arizona State University this year?,unsupported
2545,What roads are closed,get_info_traffic
2546,Will I be able to get to Atlanta by noon if I leave at 2 am,get_estimated_arrival
2547,Things to do in Atlanta next Friday Evening,get_event
2548,Is it work taking the Richards Parkway Express if I drive today,get_directions
2549,Is it traffic on the Strip,"get_info_traffic,get_location"
2550,Should I take I-40 or 640 today,unsupported_navigation
2551,Karaoke clubs open on weekends in Tyler,unsupported
2552,painting parties,get_event
2553,How heavy is the traffic expected to be for the holiday,get_info_traffic
2554,Concerts by Jagged Edge,get_event
2555,Music events near me within the next 48 hours,"get_event,get_location"
2556,Are there any musical events happening in NYC in May 2018,get_event
2557,How long will it take to get from Ft Smith to Oklahoma City in the current traffic,get_estimated_duration
2558,what will traffic be like in 2 hours,get_info_traffic
2559,what's the destination time to grandma if i leave now,"get_estimated_arrival,get_location_home"
2560,Are there any fun things to do this week,get_event
2561,How long is it from JBLM to Seattle,"get_estimated_duration,get_location"
2562,Are there any museum near me,unsupported
2563,are there any traffic accidents,get_info_traffic
2564,How long do you think it will take me to get to Albuquerque,get_estimated_duration
2565,Is traffic heavy in LA right now,get_info_traffic
2566,"Comedy stores in Nashua, NH open this weekend",unsupported
2567,What music events will be on at South Lake Tahoe next Monday evening,get_event
2568,is traffic heavy in DC now,get_info_traffic
2569,how light is the traffic situation today around the metroplex,"get_info_traffic,get_location"
