,phrase,intents
1372,creditcardexpiration1 thank you so much i had my card turned back on there has been 1200 00dollers on it for weeks but i was locked out thank you looking forward to talking w,"['courtesy_or_statement', 'has_product']"
1373,i paid for some sort of effort please help me without going in to charging me without helping make it right for funds that never got help from location1 law,"['dissatisfied_customer', 'existing_customer_issue']"
1374,hi i was supposed to get a call monday i've already spoke with someone and set up the payment plan but i was supposed to get a call and i didnt,"['already_customer', 'scheduling_mistake']"
1375,thank you i will coming back to yall starting next month so be patient i will in contact with you,"['delay_will_reply', 'courtesy_or_statement']"
1376,i called them way back told them to close my accountdoes it look like it helpedat the time i didn't owe them nothingnow look their threatening me with collections smh,"['owes_nothing', 'cancel_account']"
1377,i already use your service i am working i will call the number i have that i've used to communicate before please stop calling me,"['dnc', 'already_customer', 'transfer_success']"
1378,i am interested just the timing isn't right i need to pay off 2499 in outstanding balance before i can fix anything else,"['delay_finances', 'is_interested']"
1379,i'm sorry i haven't contacted you all i'm dealing with a lot in life right now my wife has condition1 and a bunch of other problems and i can't afford you guys services but somewhere in the future i might need them,"['delay_family_sick', 'needs_income', 'apology']"
1380,i can't afford your fee i'm on a fixed income i can clear some of the charges on my own thank you please stop texting me,"['dnc', 'not_interested', 'needs_income']"
1381,i had cancelled with no balance and in the beginning i was told it's a month to month contract without obligations i feel that nothing is really being done and not interested anymore thank you,"['dissatisfied_customer', 'not_interested', 'about_billing', 'existing_customer_issue']"
1382,my wife and i canceled our plans 2 months and there still taking one out i can't get in to my account but she can so i guess mine was stopped but hers is still active,"['existing_customer_issue', 'cancel_account']"
1383,no i don't want no more dealing with you guys i have paid so much in when my credit still look the same maybe even worst,"['not_interested', 'negation', 'dissatisfied_customer']"
1384,time1 would work i just want to know should i pay it in full that is the only thing on my credit report,"['credit_history', 'how_does_it_work', 'schedule_call_day_n_time']"
1385,i would like to repair my credit i really don't have much to repair just 1 or 2 things how long does it normally take to repair credit,"['is_interested', 'how_long_does_it_take', 'credit_history']"
1386,for sure the date1 the largest bill to be paid off in date2 so i'll be able to take on something else in date3 thank you for being patient with me,"['thanks_for_care', 'schedule_call_day_n_time']"
1387,i appreciate you guys however my mom is i the hospital not doing good at the moment i will contact y'all when this is over,"['delay_conditional', 'thanks_for_care', 'delay_family_sick']"
1388,i just received a call and asked some question and hung up on after i gave my ss i pray this isn't a scam,"['what_is_this_about', 'transfer_success']"
1389,number texting someone talking about hey is not professional this is not name1 stop texting and or calling this number,"['not_interested', 'wrong_number', 'dnc']"
1390,please stop why pay for a service when i have free banking thank you for your concern i'm not in need of your service,"['dnc', 'thanks_for_care', 'not_interested']"
1391,tomorrow after 100 i already had a lawyer call me saying that he has one page of my credit report and that he is supposed to help me finish getting the rest of it so someone needs to come up with something or let go of my credit report because it looks like you guys have my repot blocked or something because i can't see it myself and that's not right,"['existing_customer_issue', 'schedule_call_day_n_time']"
1392,i've told you twice i'm unemployed for 3 months due to having surgery i don't need to hear from you thank you,"['delay_sick', 'not_interested', 'needs_income']"
1393,i was with y'all for a long time i started out paying 109 a month and my credit score never changed then i went to another plan and it didn't work out my score still the same so no thanks because you're not helping me but i am paying you every month so stop,"['dissatisfied_customer', 'dnc']"
1394,i don't have you plugged in under your name in my phone so i'm trying to figure out who it is that's what i'm saying i said what's up,"['what_is_this_about', 'who_is_this']"
1395,stop for the last fucking time do not call me do not email do not write do not anything forget i exist ,"['harassment', 'dnc']"
1396,i'm just getting over covic back to work i will open a account with my bank and we can get u all some money real soon,"['delay_sick', 'delay_finances']"
1397,do you have the abilitytoo tell me where a payment came from synce i do not have a mortgage in my namehow much is ur services,"['about_billing', 'what_does_it_cost']"
1398,this message is so annoying every month get this saying god damn message liking someone supposed to get to pay their god damn phone like if i don't know if i don't pay my phone i'm going to get interrupted really i never know that please remind me next one again,"['courtesy_or_statement', 'excessive_contact', 'what_is_this_about']"
1399,i am sorry i keep missing you i have in and out of hospital for about two years now they finally said i have chf one doctor said i had 6 months to live but passed that was two years ago my family doctor said five years could you call me after 400pm my time i have people coming in and out tell them,"['delay_sick', 'schedule_call_day_n_time', 'apology']"
1400,i do still need my credit repaired money got a little tight and i couldn't afford the top tier service but it's the one i definitely need,"['is_interested', 'needs_income']"
1401,yeah i would love you to do that too i'm hurting really bad and i need it fixed but i haven't had enough money i don't think anybody has with what's going on with the stupid condition1 butter i will try to come up with it and i'll try to get back to you guys cuz i do need you to work on that getting that done credit card thing off of there they lied to me like i don't know why they would lie to me but they did they tell me if i paid what they told me to pay they would not put it against my credit and they did,"['delay_finances', 'is_interested', 'credit_history']"
1402,i am extremely confused i am already an active client with lexington law and have been for the past couple months but unfortunately yesterday i called and suspended my service with you until after debt help has finished settling my debts because having you guys disputing my debts is interfering with their ability to settle and pay off my debts hopefully this won't take long and as soon as they've done what they need to do i will immediately call and reinstate my services with you but the fact that you're sending me this email like i'm not even a client yet never have been a client really confuses me check your system look me up in the computer i already have a file you guys have already been working for me i've already been paying you even though i had to call yesterday and temporarily suspend my service with you i'm going through a really bad point in my life i'm struggling in a lot of ways and this kind of thing is just confusing the hell out of me and stressing me out and making it worse so please read my file and find a way to make sure nobody from lexington law contacts me again trying to induct me as a new client i'm already a client even though services are suspended for a few months i will reinstate your service and restart the payments as soon as humanly possible thank you happy holidays,"['misunderstood', 'existing_customer_issue', 'already_customer', 'future_interest', 'delay_conditional', 'dnc']"
1403,sorry i donthave the money right now to get started and so il just have to go ahead and rent sorry too of bothers you,"['delay_finances', 'future_interest']"
1404,good morning i am thinking of signing up for the 60 a month plan i don't have that many items to remove at this time about three years ago i signed up with you guys and it was 28 items that i need to remove i was paying 120 a month for about six months after that i downgraded to the 60 a month plan so at this time i think that's the best option for me,"['dissatisfied_customer', 'is_interested', 'credit_history']"
1405,the thing is i need my credit fixed but with the pandemic it put me out of work for 8 months and drained my bank account to the point where i closed my account and i've been living paychecktopaycheck since then so big now i don't have the money to pay for your help i don't know if i ever will with the way the prices for everything are skyrocketing,"['is_interested', 'needs_income']"
1406,you can call now but its your phone keeps hanging up mines on speaker im not even touching it except to push 1 then it rings 1x and hangs ul if you want to talk u need to fix it,"['call_now', 'system_error']"
1407,i still want yall to do my credit repair but don't have the money at this time to pay you for this month,"['delay_finances', 'is_interested']"
1408,ok so i just spoke to someone who yet again didn't have any record of me or any scheduled call you guys are completely unprofessional and disorganized i don't understand why you can't simply call me back without initiating the auto dailer i'm losing all faith in your operation,"['not_interested', 'confirmation', 'negative_call_center_experience', 'complaint', 'got_recording']"
1409,you can take money1 off this month if nothing happens pretty soon i am going to have to cancel i can't afford it honestly but i'm doing everything i can to fix my credit the landlord we have no is harassing us and we got to go,"['dissatisfied_customer', 'needs_income']"
1410,yeah i just started back to work i was out of work for a couple weeks so it's gonna take me a little bit but like i said once i get the money in the fonz i will get a hold of you thank you very much for your time,"['delay_finances', 'delay_conditional']"
1411,why is it that my credit score may be low can't get a credit card with my own employer to me that does not make sense what is my credit score looks like i wasted money trying to get it up help,"['is_interested', 'credit_history', 'existing_customer_issue']"
1412,i told you to loose my number i'm broke take me off your call list you're annoying me i'm a day sleeper geeeeze,"['delay_sleeping', 'dnc', 'needs_income']"
1413,no u guys stole my money 3 times charge twice the amount i was pay for 2 months straight n did it last year you are scammers,"['dissatisfied_customer', 'negation']"
1414,i have been contacted quite a few times by your number been told 7 dont collect funds until get case rolling and took down my ssn and dob i have been being hack twice as bad since,"['dissatisfied_customer', 'excessive_contact']"
1415,because if you are a human and care about doing good in the world i would recommend you find a better company to work for one that does not prey on people trying to do good only to rob them of their money and worsen their situation,"['dissatisfied_customer', 'courtesy_or_statement']"
1416,i been out of work because i had the covid and stillout of work because of it because my lungs are not good,"['delay_sick', 'delay_finances']"
1417,you know you guys are borderline harassing me i suggest that you stop calling i'll give you a call i got your number all right,"['dnc', 'future_interest']"
1418,i didnt fill anything out i canceled my membership because you guys take too long i cant pay for over a year for results that can be done sooner so no thank yu not wasting my money again i'm good thanks,"['dissatisfied_customer', 'not_interested', 'never_requested', 'cancel_account']"
1419,i am very interested i just don't have the money to do the service right now probably in about 2 weeks,"['delay_finances', 'is_interested']"
1420,i've been with organization1 law for quite some times matter fact two episodes of lexington law my credit took forever to change i'm in the process of buying a house but i can't buy house until my credit score increase the money i was paying organization1 law it should have increased three times over i'm sorry,"['existing_customer_issue', 'already_customer']"
1421,i paid you guys over money1 for nothing i joined organization1 for free and my fico score raised 30 points in 5 months thanks for nothing,"['dissatisfied_customer', 'chose_competitor']"
1422,i already have organization1 account i'm not sure why you keep on calling to add additional organization1 account,"['what_is_this_about', 'already_customer']"
1423,i apologize but i'm going to be stuck at work late any way we can setup for tomorrow around time1,"['delay_work', 'schedule_call_day_n_time']"
1424,hey let me be totally candid with you i was homeless for 20 days because of you rent to own told me they partnered with you when in fact they do not they useyou guysp wa a t,"['dissatisfied_customer', 'needs_income']"
1425,this is no longer name1 leave me the fuck alone how many time do i need to txt stop to your dumbass,"['harassment', 'dnc', 'wrong_number']"
1426,if you read my message i believe it's clear do you not understand time i said after time1 i would be svailable and you reply was great what connects you at time2,"['scheduling_mistake', 'schedule_call_day_n_time']"
1427,i am so sorry i lost my phone at the airport so i just hot this old switched over you can call me now,"['phone_issues', 'call_now', 'apology']"
1428,good morning last time i got your service i was told i would have the same deal money1 off to start and i was charged the full amount,"['greeting', 'dissatisfied_customer', 'promo_info', 'existing_customer_issue']"
1429,the bloodtype1 ly inacuracies in my file i have disputed so can you please tell me what your company can do for me when all that is left is my back child support,"['how_does_it_work', 'has_product']"
1430,i am sorry but i don't have a credit problem so if there is something else let this credit issue pass,"['not_interested', 'apology']"
1431,i spoke with a gentleman there before and he said the initial consultation was going to b 1400 and he already had my credit report so we could talk bout it it's that still true ,"['transfer_success', 'schedule_call_day_n_time']"
1432,i don't owe you anything i shouldn't have to pay for services that i did not use your company did not fix my credit instead made it worse,"['dissatisfied_customer', 'owes_nothing']"
1433,you can call back tomorrow but i don't have any money to pay for you service right now and i don't know when i will have any money to pay gou guys,"['needs_income', 'schedule_call_day_n_time']"
1434,im gonna have to reschedule have to be at work soon im so sorry would like to get to talk with yall but have no money so don't no how much that will help either one of us,"['delay_work', 'needs_income', 'apology', 'cancel_call', 'is_interested']"
1435,hi organization1 you're just one more quick step away from free money download the current app to get money1 and your own debit card url1,"['greeting', 'courtesy_or_statement']"
1436,i have a family member that works for organization1 in location1 my brother in law works for the organization2 i have report this number to them as a scam good luck with that,"['not_interested', 'courtesy_or_statement']"
1437,sorrybut i will call back when i got the right timelet's do it my way when ever you call i always in bed sleeping cuz i work night shift,"['delay_will_reply', 'delay_sleeping', 'apology']"
1438,i didn't fill out anything for location1 law y'all already stole money1 from me so thanks but no thanks,"['dissatisfied_customer', 'not_interested', 'never_requested']"
1439,when i had you service you guys didn't go by what you told me i got it and a occupation1 told me if you get your wife or anyone to do it with you it would be money1 each so we did it and was clearly told it was money2 for me and money2 for her with the promotion going on yet when it came to charge me y'all charged me money3 and change for each one of us that wasn't the agreement called back and representative who answered said there was nothing there which all calls get recorded so you guys keep charging me for something i'm not gonna pay cause y'all couldn't be straight up with me,"['dissatisfied_customer', 'existing_customer_issue']"
1440,please don't ever call me if i want your help i'll call you especially after working and getting off at time1 and you're calling me at time2 i didn't get to sleep until like time3 so please don't call me in time4 don't call me ever if i need you i'll call you,"['delay_conditional', 'dnc', 'scheduling_mistake']"
1441,hi yes i very much would like to talk with you i am available today after 3pm or monday anytime after 9am,"['greeting', 'is_interested', 'confirmation', 'schedule_call_day_n_time']"
1442,my credit score lowered when i hired you guys took me 5 years to recover it and it's ruined again please stop messaging and calling me worst experience ever,"['dissatisfied_customer', 'dnc']"
1443,please stop because i am not working anymorei got into a car accidents which caused me to be unable to worki do not need to fix my now i don't have money,"['dnc', 'needs_income']"
1444,please explain to me exactly how i owe you money i've not received a statement from you guys in over four months nor have you done anything to help my credit please justify that,"['dissatisfied_customer', 'owes_nothing', 'existing_customer_issue']"
1445,sure i guess i need more time to discuss with wife see i don't really have any debt just a money1 that i pay out too ,"['credit_history', 'delay_evaluating', 'confirmation']"
1446,i don't owe you guys a debt u had automatic payment you did no work until you received a payment out of my acct automatic,"['dissatisfied_customer', 'owes_nothing']"
1447,i tried talking to someone but unfortunately they didn't have all my info i've been a location1 law client before,"['already_customer', 'existing_customer_issue']"
1448,i had already told someone i wouldn't have the money until the date1 that's supposed to be the time my stimulus money comes,"['delay_finances', 'transfer_success']"
1449,i let your company go back in date1 i no longer require your services do not charge my bank account if u have been please return it to my account my mom passes soon as i am able ill get a read out of my statements wtote yall letters and emailed your office to let y'all know don't need yall anymore,"['not_interested', 'existing_customer_issue']"
1450,there is nothing to talk about i'm afraid because i do not owe anything i cancelled ur service the day after i started it but thank u ,"['owes_nothing', 'confirmation', 'cancel_account']"
1451,i do not have money to pay for consultation or any of that i understand what's going on with my credit and i am doing my best to fix it however i'm a young mom of three kids and i cannot pay 100 for you guys to work on my credit,"['courtesy_or_statement', 'needs_income']"
1452,i think yall have helped me above and beyond my goals already i am happy with your work and will not be needing any more credit repair assistance,"['not_interested', 'already_customer']"
1453,no i'm going to hop on another report with bbb to show them how incompetent this company is when you are still reaching out to me when i clearly have proof that cancellation stopped in august and you are still contacting me,"['dnc', 'negation', 'excessive_contact']"
1454,i had 9k and this hacker compromised my phone is i feel like i've been in prison with no funds it's been rough i think i know who the hacker is but wanted to put this info in the proper authority,"['credit_history', 'needs_income']"
1455,not interested i have somebody working on my credit for half the price you guys charging it's a whole scam,"['not_interested', 'chose_competitor', 'cost_too_high']"
1456,i don't need credit services i didn't call anyone about anything like that i just bought a money1 truck for money2 and was told i negotiated more than anyone else at that dealership ever my credit is fine i think you've made a mistake,"['not_interested', 'courtesy_or_statement', 'never_requested', 'credit_history']"
1457,awesome i believe i was supposed to get my hands on my credit reports from somewhere and it proved to be very challenging as i didn't know who to actually contact to request i'm not sure if you can assist with that or not,"['is_interested', 'credit_history', 'confirmation']"
1458,thanks for reaching out y'all were only able to correct half of the credit issues and i decided not to continue paying for your service because the process has gone on for a year,"['dissatisfied_customer', 'thanks_for_care']"
1459,i did not reach out to you i have no interest in help that will reflect on my credit reportemployment report please stop contacting me unless you have a way to get around this issue calling several timesday while i'm working and speaking to a computer and not a person doesn't work for me change it up or go away the ball is in your court,"['not_interested', 'never_requested', 'excessive_contact', 'dnc']"
1460,could i get spousal support from name1 press charges against p l strategies name2 for criminal adultry remarriage of location1 state of location2 41119922009,"['other_services', 'is_interested']"
1461,my credit score dropped more than 50 points working with this company not to mention stuff that was appearntly removed from my credit is still there,"['dissatisfied_customer', 'credit_history', 'existing_customer_issue']"
1462,i hear you money1 off is telling me i can't afford it i'm age1 yrs old and i've had to live with bad credit most of my life and my husband did everything we could to keep our heads above water six years ago he passed away i lost my very best friend we worked hard very hard it just wasn't enough he was sick and still kept going sorry i just don't think this is for me,"['not_interested', 'credit_history', 'needs_income']"
1463,what amount is do on record my apologies i was not tracking an unpaid amount i had to get my bank card reissued it had gotten compromised,"['about_billing', 'credit_history', 'apology']"
1464,you have the wrong number for who you are reaching and we don't need your services please remove this number,"['not_interested', 'wrong_number', 'dnc']"
1465,i lost my job then had medicalprocess1 you became too expensive for my needs and most of you disputed transactions were denied i need someone who can negotiate with several creditors to get me black current i have gotten a better job in occupation1 for a local organization1 and money is better if you can help with this great if not let me know,"['cost_too_high', 'is_interested', 'dissatisfied_customer', 'needs_income']"
1466,y'all have my information i have 0 debt ownedl now i am choosing to insure that you and yours shall be put on the list÷ do n ot assume that i that isn't true🤔 ,"['dnc', 'owes_nothing']"
1467,i don't know anybody by that name please stop sending me stuff i don't know how you got my number leave me alone my name is name1,"['dnc', 'what_form', 'wrong_number']"
1468,don't have any money all money tied of with other credit repair team but scores have not improved really would like to get things started but cannot afford it at this time,"['chose_competitor', 'is_interested', 'needs_income']"
1469,i have no debt and doubtful that you even know who i am so good day to you take my number off your screen,"['dnc', 'courtesy_or_statement', 'owes_nothing', 'wrong_number']"
1470,morning i was trying to get a credit report not fix my credit my score right now is 796 no need to be fixed thanks so much,"['not_interested', 'credit_history']"
1471,thank you for reaching out and i am very much interested and i need my credit to improve however i am very short on funds and that is why i have to wait,"['delay_finances', 'courtesy_or_statement', 'is_interested']"
1472,i signed up for your service and paid the fees i kept an eye on my credit and nothing happened and when i asked why to my agent i couldn't even get a response back,"['dissatisfied_customer', 'existing_customer_issue']"
1473,at the moment i don't have the funds to pay for you guys to help me had a family emergency happened recently now having to catch up on bills,"['delay_finances', 'delay_family_sick']"
1474,i'm am not interested at the moment and i am feeling harassed you guys are calling me 5 or more times a day and night it's ridiculous i'd appreciate it if you would opt out my number,"['not_interested', 'excessive_contact', 'dnc']"
1475,get a life i don't know what game you are playing but i haven't spoken with anyone and am not interested in whatever you are talking about so stop sending me these crazy messages,"['not_interested', 'never_requested', 'dnc']"
1476,i want to take away i wasn't sales myself for a while i want your service i really do because i have to do something no i want just things on my credit that are way out of line and that are destroying my ability to make a life i just don't have any money right this second and i don't know what it would cost in the end it anyway although i know if you are effective it will pay off itself for sure multiple multiple times but right now even 50 bucks a month he kills me trying to make ends me because i don't have a job or anything right now i just do our jobs and things like that,"['is_interested', 'what_does_it_cost', 'credit_history', 'needs_income']"
1477,no due to fact i paid you guys for months and your company didn't nothing for me and only took one item off every 4 months i will display this agency's on better business bureau,"['dissatisfied_customer', 'negation']"
1478,i had you guys for a year spent money1 and you didn't do fucking shit your company is a fucking scam,"['harassment', 'dissatisfied_customer']"
1479,i canceled immediately after finding out that you all couldn't do anything with my organization1 credit score and it was still in the free trial period so how,"['owes_nothing', 'cancel_account']"
1480,i do t have a moment i'm losing f my home and will be living in my van so i don't have the money to pay you especially when what you do does absolutely no nothing g to help my situation i'm actually throwing g away and burning g what's left of y belo gings that wo t fit in my van f gotta have room i there for me and my dog to sleep too so i can't keep my thi gs,"['not_interested', 'needs_income']"
1481,y'all didn't fix anything in the time that i was using y'all to start with at the regular amount why would i want to use you again and waste more money,"['dissatisfied_customer', 'not_interested']"
1482,this isn't name1 y'all have contacted me before and i told your secretary that they had the wrong number sorry,"['wrong_number', 'apology']"
1483,what do you want to speak to me about i already know that i have an open account and need to close it,"['what_is_this_about', 'cancel_account']"
1484,stop i cancelled this service because this firm was unable to assist me with my credit information issue at this point in time i no longer consent to location1 law group to call and or text this number i am also requesting the removal of this number from your data base as well as my personal information thank you and have a good day,"['dnc', 'courtesy_or_statement', 'dissatisfied_customer', 'cancel_account']"
1485,im homeless and unemployed how can i afford anythingi live in my truck with my 2 dogs so please tell me how can you help me,"['how_does_it_work', 'needs_income']"
1486,i talked to location1 law i owe nothing and i told them i would be in contact with them at the end of date1,"['owes_nothing', 'transfer_success']"
1487,hi how much is it to start your program and do you have any guarantee that it will help my credit i'm looking to get a mortgage next year,"['is_interested', 'what_does_it_cost', 'how_does_it_work']"
1488,i do not see any thing yell done on my credit to make things better or bring my score up it's still the same,"['dissatisfied_customer', 'credit_history']"
1489,thanks used your service for last 14 months name1 they did best they could email me copy of current report emailaddress1 thanks name2,"['send_info', 'already_customer']"
1490,i have not met my goals however after a year of working with location1 and over 1200 in payments i can no longer afford to continue a 50 discount is nice but does not help beyond the first month given how long it took to accomplish what was done during the year i worked with you i know it would be at least another year before my credit was fully repaired i simply cannot afford it,"['dissatisfied_customer', 'existing_customer_issue', 'needs_income']"
1491,please do not contact me anymore my brother is and has been a occupation1 for over 30 years thanks,"['dnc', 'courtesy_or_statement', 'confirmation']"
1492,good i'm doing this myself please stop harassing me about your services it's my last time to tell u to fuck off,"['harassment', 'dnc', 'confirmation', 'has_product']"
1493,thank you for your time but i'm currently with organization1 and i'm totally satisfied with their service,"['thanks_for_care', 'chose_competitor']"
1494,you keep calling i answer your make me wait and no one answers the phone please i would like to know what's the deal,"['system_error', 'what_is_this_about']"
1495,not right now im not available and i would love to have my credit repaired but at this moment i dont have the extra cash to do so ,"['delay_hours', 'is_interested', 'needs_income']"
1496,0pm owes me a lot of retirement money been waiting 10 years my x wife an i were married 40 years i think it's a lot of money some help sure would be nice call me anytime,"['call_now', 'courtesy_or_statement']"
1497,i canceled my service with you guys months ago i have no intentions of working with you i paid what i owed in july and canceled your services,"['not_interested', 'owes_nothing', 'cancel_account']"
1498,ok now stop cause i don't know what the hell you are talking about and if you can't tell me then fucking stop texting me,"['dnc', 'what_is_this_about']"
1499,i currently at this moment i am low on funds to be able to do anything i get paid on the 19th so i'll be able to put money toward helping my credit out that,"['delay_finances', 'schedule_call_day_n_time']"
1500,yes i'm interested in using ur services to fix my credit but unfortunately at this time i dont have the money,"['is_interested', 'needs_income']"
1501,no stop calling me i don't want to pay you money that i don't have to fix some things on my credit that are not really there i don't need that shit stop calling stop texting no means no do you understand,"['dnc', 'needs_income']"
1502,i just got hung up on for the fourth time i've been involved in a scam before i'm hoping this isn't one of them,"['not_interested', 'system_error']"
1503,my credit was ruined because of an eviction 5 years ago subsequently i haven't been able to find any housing i keep getting rejected this needs to change,"['is_interested', 'credit_history']"
1504,i do appreciate your offersat this time i am financially unable to partake kn this oppurtunitywish i couldthank you,"['thanks_for_care', 'confirmation', 'needs_income']"
1505,im at work but my credit score has dripped significantly since yall started taking stuff off ironically,"['dissatisfied_customer', 'delay_work']"
1506,last i know you guys have done your job over a year ago and i just stayed on for a little protection last i knew my credit was upper 700s so i don't know what you expect me to do,"['existing_customer_issue', 'credit_history', 'already_customer']"
1507,hey been wondering what was up haven't heard from but i did mail out yesterday my payment to lexington law with a 25800 payment for september and october 2021 was my final payment yes i am happy with my improved credit score however i don't understand why the payments to lexington law weren't deducted especially after i had called and told one of your workers another payment method since discover has ll listed as a possible scam name1,"['greeting', 'owes_nothing', 'confirmation', 'existing_customer_issue']"
1508,this name1 daughtermy mom is in the hospital in the organization1 for condition1 soon as she's better i will have her to contact you thanks,"['delay_conditional', 'delay_family_sick']"
1509,i heard you guys were the best out there right now for credit repair me and my boyfriend actually need credit repair give us a call around time1 we're off work today,"['is_interested', 'schedule_call_day_n_time']"
1510,thanks for reaching out actually i'm considering trying another agency i'm not happy with my results at all my credit score has barely increased,"['dissatisfied_customer', 'existing_customer_issue']"
1511,no sorry i can't afford any additional bills that's why i reached out but then i saw your pricing and that's too much for my single momma of 3 budget,"['cost_too_high', 'negation', 'needs_income']"
1512,i want you to please stop calling me and do not dare take any money from me you people never help me in fact you have harmed me,"['dnc', 'dissatisfied_customer']"
1513,i do need help but my credit is least of my worries i'm more worried to find a job a home a car i don't have any of those so my credit i don't care about right now,"['not_interested', 'is_interested', 'needs_income']"
1514,i don't have a balance due our last conversation was to let you know that i couldn't afford the services any longer,"['owes_nothing', 'needs_income']"
1515,plz take my number off of your list i'm at work right now and i've already made it very clear that i do not need your services plz stop harassing me,"['dnc', 'not_interested', 'delay_work']"
1516,your company stopped taking american express that's not my fault now you're telling me i'm in debt with you for exactly what reason i've utilize tour services for probably 10 years now your threatening in your words claiming that i owe you something,"['dissatisfied_customer', 'not_interested']"
1517,im already enrolled on with another debt relief company but seem to making some progress but not as much as anticipated i have gone from excellent credit to poorfair in past two years due to divorce that is still pending as she has defaulted on all open billscc thus having them run credit cycles on me basically only way out is bankruptcy at this point,"['chose_competitor', 'credit_history']"
1518,how do i owe i paid 150 all together my credit was so bad the start of the whole process that name1 couldnt pull nothing up on me i dont have bad credit i have no credit so maybe ur specialist can establish my credit ur a team of shafters trying every angle to make the most money possible,"['not_interested', 'owes_nothing', 'credit_history']"
1519,no i don'ti hired you sometime ago and organization1 didn't do a damn thing for as far as removing bad things from my credit reportit was a complete sham and a scamas a matter of fact you just took my money1 i checked in behind you and organization1 didn't remove anything not one damn thingit got worseno thanks i dont want anything to do with you exceptfeed you with a long handle spoonor give me back my money2 name1 i'll reconsiderhowever that will be to much like name2,"['existing_customer_issue', 'not_interested', 'harassment', 'dissatisfied_customer', 'negation']"
1520,hi just to let you know i have name1 and i'm dying i have name1 and i'm dying so stay the f away from me,"['delay_sick', 'dnc']"
1521,yeah that's what i always get no one wants to help times hard i think about killing myself every day but i don't but maybe one day,"['dnc', 'courtesy_or_statement']"
1522,no man they said they weren't going to take no money until they did some work man they took the money out the next day they didn't do no work no it ain't right man,"['dissatisfied_customer', 'negation']"
1523,that's okay no problem i need to get a straight it's been out of work for how much is a monthandahalf and all my bills got behind and i'm sorry i had that money but my card actually i had to replace the a bank card,"['delay_finances', 'about_billing', 'confirmation']"
1524,after 7 pm eastern standard time i'm at work i can't be texting and i can't be talking on the phone i do not have the time,"['delay_work', 'schedule_call_day_n_time']"
1525,can we put a hold on the hundred ten packs a cake or at least two weeks that will put me overdrawn in my account please put a stop or two weeks on the payment to u,"['about_billing', 'existing_customer_issue']"
1526,i can't i'm having a lot of problems i'm broke right now there's a lot of stuff that appears gon my credit that not mine someone used my ssn to and used it to buy a house in main that's on the other side of the country,"['credit_history', 'needs_income']"
1527,i was and still am i'm interested in speaking with you but i'm at work and will be glad to return your call when i get free thanks,"['courtesy_or_statement', 'is_interested', 'delay_work', 'delay_will_reply']"
1528,i need my credit right before date1 next year my wedding is date2 and i still need extra funds and also there are two credit cards on my profile that i opened and the companies closed both accounts although payments were being made and weren't due i was paying early and everything is just going bad,"['is_interested', 'credit_history']"
1529,i did not i am not interested in my improvements of credit for i am age1+ years old man then with my life thanks for your regular reminders do take my name out for future kindest regards,"['not_interested', 'courtesy_or_statement', 'dnc', 'thanks_for_care', 'negation']"
1530,i'm waiting on a conference call at this moment would it be okay this same time but tomorrow i'll be waiting,"['delay_hours', 'schedule_call_day_n_time']"
1531,i'm not interested please take me off your contact information i call you all and still refer you to friends when needed i'm not appreciative of the harassing messages though,"['not_interested', 'courtesy_or_statement', 'excessive_contact', 'dnc']"
1532,good morning i decided to cancel because my husband and i both had an account with you guys and he paid for a couple months and not a change to his credit ,"['greeting', 'dissatisfied_customer', 'cancel_account']"
1533,i'm sorry i cannot afford to pay you anyting at the store i might contact you in the future when i know i can't pay thank you for all your help,"['future_interest', 'needs_income']"
1534,my finances are not to good right now i will reach out to you all when i am able to afford your services thanks for reaching out to me,"['delay_finances', 'thanks_for_care']"
1535,i would need way more than a money1 discount because a month after i cancelled my service with organization1 my bank account was withdrawn money2 and when i called the woman i spoke with refused to refund me that money even though it was your mistake this was after a money3 charge that was also not able to be refunded to me i had to contact my bank and dispute the transaction i am not happy i will definitely think twice before working with you again because you ripped me off and refused to refund my money,"['existing_customer_issue', 'cost_demand', 'dissatisfied_customer', 'about_billing', 'cancel_account']"
1536,i have already told you folks i am not interested and to stop contacting me yet here you are again contacting me any further contact i will do something about it,"['not_interested', 'dnc']"
1537,before 4 or 600 pm tomorrow hank you name1 please re view my file name2 ss verify numericalpii1,"['courtesy_or_statement', 'schedule_call_day_n_time']"
1538,please stop sending messages to this number this is no longer name1 telephone number thank you very much,"['dnc', 'wrong_number']"
1539,good afternoon this is name1 calling returning your message i don't understand your company okay for number one when i was on the edge i'm trying to get somebody to help me your company string me along you said all the things that i needed to hear and then once you thought you had me hooked can you throw the bomb on me why couldn't you have to explain to me how we can go about getting this credit done and is money involved you understand what i'm saying i really don't like companies that play f games with people it is no sense in lying about anyting if you want something you have to tell the truth about and then you making it in i don't appreciate you call that y'all keep giving me i'm not going to change my mind because the first time the first time you talk to me that's when you went wrong by lying to me i don't see how the world y'all think y'all going to go ahead and be successful if this is the way you going to curl your information telling people about your f irm you can't do things like that because what's goes around comes around and sometimes even bites you in the ass hard what you think so why don't you wise up you can't help the people in the world to live better then why don't you just get the f off the road and stop calling me,"['greeting', 'dissatisfied_customer', 'harassment', 'dnc']"
1540,i'm not asking you to review my finances or anyting i appreciate the offer however what i'm telling you is i know we no longer require your services so if you want to send me a bill for whatever i do owe you that's fine,"['negation', 'cancel_account']"
