,phrase,intents
606,ok i will totally have you in mind im waiting on my funds i need know more how much it will cost give me a call around 5pm,"['schedule_call_day_n_time', 'delay_finances']"
607,good morning name1 i will give you guys a call on friday to discuss what service i will be needing on friday,"['schedule_call_day_n_time', 'greeting']"
608,yes when you called i pressed one and instead of going to a live person it just said beep beep beep all circuits are busy right now sorry and hung up,"['confirmation', 'system_error']"
609,they said my credit didn't work out he said had to pay up front and i don't have that type of money but thanks anyways name1,"['needs_income', 'credit_denied']"
610,yes can you give me a quick quote for 3 doors a room monitor 2 cameras my credit is not great got divorced and trying to make repairs,"['confirmation', 'specific_equipment_cost']"
611,thank you for following up the price was out of reach i thought it would be cheaper since i already have all the windows and doors with alarms from adt but it was not thank you again,"['courtesy_or_statement', 'existing_system', 'needs_income']"
612,the problem with vivint is 50 a month i only want to pay 10 a month we already have the sensors in our home and the camera on our front doorbell,"['cost_demand', 'existing_system', 'cost_too_high']"
613,i am not interested in this my grandbaby plays with my phone she evidently pushed something sorry,"['courtesy_or_statement', 'not_interested', 'apology']"
614,i'm not looking for specific equipment this is what i have with frontpoint already at money1 a month if you can replace it with yours for a equal or better price i will switch,"['misunderstood', 'cost_demand']"
615,i'm at an appointment right now can't talk but you said a free quote what would i be paying for if want to install the system,"['send_quote', 'delay_hours', 'what_does_it_cost']"
616,actually i was looking to get the cameras around the house as well so i think i'll just find something else thanks though,"['specific_equipment_cost', 'not_interested']"
617,good morning name1 i apologize for not getting back in touch with you i've been really busy but you can have someone call me now i available now and until time1 then i have meeting at time2,"['call_now', 'greeting', 'apology']"
618,i've spoken to one of your specialist already and i cannot allow your company to run my credit at this time thank you,"['future_interest', 'transfer_success']"
619,name1 i sent an email or a text or something a couple of days ago stating i’m no longer interested at this time thank you for removing me from the company’s contact list,"['dnc', 'not_interested']"
620,i'm sorry i've been in the hospital i just gave birth saturday morning and my son is still in the hospital i will have to let you know when a good time to connect would be,"['delay_conditional', 'delay_sick', 'delay_family_sick', 'apology']"
621,here's my issue if i need a financing option for my security system that's a problem the cameras you guys go with have to be over 500 a piece and the the panel is a smaller version of a android tablet what so expensive i understand equipment is expensive but when i can buy a tablet 6 cameras myself and pay less than 1000 why should i go with your company i pay less that 60 a month for adt and they gave me a free camera and the panel and the install was free and i get my own equipment and still have the security i wanted for less then one of your cameras,"['cost_demand', 'free_install', 'cost_too_high']"
622,hi name1 your monthly payment is too expensive for me i have decided to go with ring thank you,"['chose_competitor', 'courtesy_or_statement', 'greeting', 'needs_income']"
623,i need to know your cheepest plan like maybe doorbell put in back door maybe front depending in cost if you could send your different plans be great help cannot talk at moment but interested,"['is_interested', 'cost_demand', 'send_quote', 'home_specifications', 'delay_hours']"
624,no thank you i don't want age1 yr old technology from the last owner there's giant holes in the walls a thermostat that doesn't control our hcmc and wire splices all over the house on this system i do not want can organization1 do better than the gen 1 system installed,"['existing_system', 'how_does_it_work', 'not_interested']"
625,i'm istzlling a new hard wired system on my house do you provide monitoring on existing systems unit will be a honeywell vista 20p thanks,"['courtesy_or_statement', 'existing_system']"
626,no longer interested your monthly monitoring fee is easy yo high no more sales text please remove me from your list,"['dnc', 'not_interested', 'cost_too_high']"
627,hi name1 we decided to go with a more adorable security option can you please take my number off the call list thanks,"['dnc', 'greeting', 'chose_competitor']"
628,name1 does organization1 has any provision to provide services with already existing home equipments the new house i am moving to already has few cameras installed,"['existing_system', 'new_home']"
629,i'm looking for low cost monitoring service only to add to my vivient installed system if not what i'm thinking i will stick to ssd and ring,"['cost_demand', 'existing_system']"
630,when i'm ready i will reach out please stop calling i will respond to text i have the number saved i have multiple people calling now and it's ridiculous,"['delay_conditional', 'excessive_contact', 'delay_will_reply', 'dnc']"
631,you guys said you couldn't help me because my credit wasn't sufficient so therefore that's why i am not going through,"['not_interested', 'credit_denied']"
632,hi i already have set up service with another company could you please take me off your list thank you,"['courtesy_or_statement', 'dnc', 'greeting', 'chose_competitor']"
633,i'm not interested you guys have been calling me a million times a day and everytime i answer the phone disconnects i don't want your service,"['system_error', 'not_interested']"
634,hello name1 we decided to go with adt they had the same packages you all offered and yes it i have to install it myself but it is less costly than your packages and we got approved with our credit score without compromising the monthly cost for services and equipment,"['greeting', 'chose_competitor']"
635,i am currently having my home assessed for sale and have postponed purchasing a home security system i retained your company's contact information and will look again for home security once settled at a new location there is no need for you to contact me again thank you and have a great day,"['future_interest', 'dnc']"
636,hi name1 i don't think i can afford an entire system i would like to get outside cameras and maybe one in lrdr area and garage i imagine having an automated system is ,"['greeting', 'buy_equipment']"
637,name1 the price was way too high but i also think the estimate included way more than i'm looking for for example i don't need alarms on all first floor windows i'm happy to discuss but would like you to send me an inventory of the hardware quoted emailaddress1,"['send_info', 'specific_equipment_cost', 'cost_too_high']"
638,yes i am interested but the prices are just to high with my credit i can not get approved at this time for any financing and 650 dollars is just way to expensive,"['cost_too_high', 'is_interested', 'credit_denied']"
639,no i'm not don't have possession of the house just yet was wanting to be able to estimate costs without contacting anyone to get an idea never wanted to be contacted for it,"['negation', 'delay_conditional', 'not_interested', 'send_quote']"
640,i do not need a occupation1 i have a occupation1 please quit texting and emailing me as you must have e your whole office working on this,"['dnc', 'not_interested', 'has_product']"
641,i'm going to need to reschedule my son broke his arm and we are at children's hospital maybe for tuesday around 1 pm,"['delay_family_sick', 'schedule_call_day_n_time']"
642,hi name1 i've already spoken to someone and as well as my husband has too we are still locked in our contact with adt for 23 more months if you can help us get out of it and pay a huge fee then will are more than happy to go with vivint believe me we want to,"['transfer_success', 'greeting', 'is_interested', 'in_contract']"
643,i have spoken to a gentleman last week and for what i want and need it's a little bit out of my price range,"['transfer_success', 'cost_too_high']"
644,i've gone with a local monitoring company that can use my current home security equipment they are also half what i was spending on monitoring i'll keep vivint in for future security needs thank you,"['future_interest', 'courtesy_or_statement', 'chose_competitor']"
645,gm thanks for following up when i answered the call yesterday i was placed on hold for the next available rep unfortunately after several minutes i was unable to wait any longer and disconnected the call if you could try again tomorrow after 430pm est that would be great thanks,"['courtesy_or_statement', 'schedule_call_day_n_time', 'greeting']"
646,name1 please do not attempt to contact me again i explained to the gentleman that first called me i am not interested thanks so much though,"['dnc', 'not_interested']"
647,hello i didn't qualify for the system i would have to pay all up front i'm not able to at the moment,"['not_eligible', 'needs_income']"
648,please just email me the options and estimate 4 exits living room family room kitchen extra 3 cameras outside the house,"['send_info', 'home_specifications']"
649,i already spoke to someone you guys are to expensive i had adt in couple weeks ago less expensive and very clear cameras as well,"['transfer_success', 'cost_too_high', 'chose_competitor']"
650,now you can call what is number are you calling from my phone doesn't answer from people i don't know,"['agent_contact_info', 'call_now']"
651,give me a while please i have a lot going on right now i explained i had a family member in the hospital so please hold on i will let you know when or if i get the system thank you,"['courtesy_or_statement', 'delay_family_sick', 'delay_conditional']"
652,how about time1 but i want to know now please before wasting yours or my time how much are we looking at total,"['schedule_call_day_n_time', 'what_does_it_cost']"
653,wondering with free install and 50 gc i need two video doorbells four door sensors and two motion sensors,"['promo_info', 'specific_equipment_cost']"
654,can you please remove me from your listing i was told i wasn't approved for your service and will like to not receive anything regarding,"['dnc', 'delay_will_reply']"
655,you can give me a quote for this house location1 i need windows doors security alarm and camera system,"['send_quote', 'home_specifications']"
656,hi sorry i haven't been availablei've been working a lot i'll be home today around 5would that work,"['schedule_call_day_n_time', 'delay_work', 'apology']"
657,we're looking to have a driveway camera a doorbell camera with a security system and we are not looking to pay 2000 upfront like your last rep was asking for our in laws got theirs set up for nothing up front and a monthly fee so if we cannot get the same deal then thank you for the offer but we will keep looking,"['cost_demand', 'free_install', 'specific_equipment_cost', 'home_specifications']"
658,well the price quoted was a little too high for me i'm looking for service in the 4050 range a month,"['cost_demand', 'cost_too_high']"
659,ok i'm give you my lay out first floor two sides and they both got windows and it's one door that every tenant comes thru,"['confirmation', 'home_specifications']"
660,i was interested but didn't qualify i don't have the money to buy the system so it won't work for me,"['not_eligible', 'is_interested', 'needs_income']"
661,i have never been interested and do not know how you received my insurance so yes please remove all information you have and refrain from contacting me through phone texts emails or mail,"['dnc', 'not_interested']"
662,i've just purchased a new home and the previous owner said they would honour the same price since all the equipment is already installed but when i called for service that was not the case,"['cost_demand', 'new_home']"
663,i'm going with another company adt because they are giving me the deal i wanted as far as the cameras and the door lock camera and the window alarms lights and monitors at a good price so there is no need to call me unless you have a better price upon my comparison of you and there prices,"['cost_demand', 'dnc', 'chose_competitor']"
664,hey name1 what's the estimated monthly cost to provide security for 3 doors 11 windows and a video doorbell i understand there are many options that would be the minimum of what we would need texting is going to work best for me today thanks,"['text_only', 'specific_equipment_cost', 'greeting']"
665,i didn't have any extra money up front to pay for anything so that's why i stopped looking i currently have xfinity and they are good but every month my price keeps going up so i can't afford them i started out with the package of 193 for cable internet phoneandhome security and last month it was 257 and now my bill is 392 with no late payments and it's been set on auto pay and no one can tell me why my bill is so high then they said next month the fees will be higher smh,"['needs_income', 'chose_competitor']"
666,i do need to price 2 cameras with night vision i haven't talked to the wife yet but if we get anything i know for sure that's the least of what we need,"['delay_evaluating', 'specific_equipment_cost']"
667,i literally just told you i can talk on monday at time1 i am at work and the amount of phone calls i have been getting are absurd,"['schedule_call_day_n_time', 'delay_work', 'excessive_contact']"
668,can't talk but how much is it if we already have the camera we have night hawk 4 akers can the connect it and how much is the monthly monitoring,"['what_does_it_cost', 'equipment_compatible', 'delay_hours']"
669,i was told i didn't qualify and id have to pay over 1000 for equipment alone sooo unless something has changed i'm not interested,"['not_eligible', 'cost_too_high', 'not_interested']"
670,i already spoke with a occupation1 and money1 install and money2 per month is too much for what i was asking for thank you anyway,"['transfer_success', 'cost_too_high']"
671,i'm closing on our house on date1 and there is an alarm system so want to see what is currently in place first if you want to follow up mon tues next week we can explore,"['existing_system', 'schedule_call_day_n_time']"
672,call me thurs morning or stop by the house i'm interested in the doorbell camera on front and backdoor for sure,"['schedule_call_day_n_time', 'specific_equipment_cost']"
673,can't talk right now i'm at work but i was looking for motion light doorbell security camera can you give me some quotes over the phone,"['send_quote', 'delay_work', 'buy_equipment']"
674,i apologize i work from home i have medicalprocess1 on tuesday an wed do u have something available thursday we r in location1 i will call u tomorrow at this number who di i ask for,"['delay_will_reply', 'schedule_call_day_n_time', 'delay_work', 'apology']"
675,sure i think i should be ok this afternoon is there a number i can call i'm not sure what time but around 4est,"['confirmation', 'agent_contact_info', 'schedule_call_day_n_time']"
676,not this month please stop texting me and calling me i've had two deaths in the family and my dad is in the er with condition1 so home security system is not my priority at the moment,"['delay_funeral', 'dnc', 'delay_family_sick']"
677,not interested in already talked to y'all please stop calling me i don't need your service i need a ring camera,"['dnc', 'not_interested']"
678,just visited with your representative thank you for your time please remove me from your contact list,"['dnc', 'transfer_success']"
679,i'm going with a self monitored system that i can buy outright for less than 700 have a flat screen with all camera views on it inside my home thank you so much for your time please remove me from you call list,"['dnc', 'chose_competitor']"
680,yes i'm very much interested but not today or tomorrow it's my sister releasing half of her ashes at the beach and tomorrow the other half buried with my mom and dad so as you can tell i'm very busy i just so happened to look at my phone anyway can we hook up on monday ,"['delay_funeral', 'schedule_call_day_n_time', 'is_interested']"
681,i already talked with someone on the phone and was quoted over money1 for activation and installation and over money2 per month monitoring i said that was too much i assume by your continued texting that you can offer a better deal i have outlined my requirements can you meet that pricing currently i'm using organization1 cameras and they are working pretty well,"['cost_demand', 'transfer_success']"
682,i tried talking to someone and my credit is no good and i cannot pay over money1 for anything just take my name off the list thank you,"['dnc', 'credit_denied']"
683,hello i already got a quote on your system and it was more than i'm able to pay on a monthly basis thank you,"['greeting', 'cost_too_high']"
684,right now i can't afford it i'm on a limited incomehave to go to pt whit my knee i just don't have any extra money right now,"['needs_income', 'delay_sick']"
685,i would like a quote but not interested in a soft credit pull if that's an option please email or text me the monthly price,"['send_info', 'send_quote']"
686,i am very interested in the home security system i will call you i'm gonna try to do it on the first but i will call you once i have the money to need to put up front for the system,"['delay_conditional', 'is_interested', 'delay_finances', 'delay_will_reply', 'schedule_call_day_n_time']"
687,please do not send any more messages or call my phone number i have never requested a service from you and i am not interested,"['dnc', 'not_interested']"
688,i just called you all back and while i was talking the representative hung up on me please do not contact me anymore,"['dnc', 'system_error']"
689,yes i'm at work right now though i'll get off at time1 and we currently have adt but that contract is up so just checking our options to see what's new,"['schedule_call_day_n_time', 'delay_work']"
690,yes but the price i was quoted for what i need is a little too expensive so i am shopping around at other places because i don't want to take off anything that i want or need to get a cheaper price,"['confirmation', 'cost_too_high', 'delay_evaluating']"
691,i did some research on monitoring devices and the pricing for what we were asking for is ludicrous from you all i dont mind paying out of pocket for somethings true value however i can get basically the same monitoring for approx half the quoted cost,"['cost_demand', 'cost_too_high']"
692,this a wrong number am not name1 and am not interested in your market please stop contacting me thanks,"['courtesy_or_statement', 'dnc', 'wrong_number', 'not_interested']"
693,i would love to talk unfortunatelyi'm out the country so either by text or email is the best thing until i return what are your packages deal and monthly service,"['text_only', 'what_does_it_cost', 'is_interested']"
694,my land lord won't let me have it so um look for just an out door camera then a i door sycrity system,"['specific_equipment_cost', 'not_eligible']"
695,i just need to know how much would a system with four exterior cameras would run me monthly i do not need to talk with anyone,"['specific_equipment_cost', 'what_does_it_cost']"
696,hi you can call my husband at phonenumber1 right now but if you need to get in contact with anyone please use my number,"['call_now', 'info_for_someone_else']"
697,hello i have already picked a home security system through a different company thank you for checking in,"['courtesy_or_statement', 'greeting', 'chose_competitor']"
698,i am working and cannot talk whenever i get ready for the security system i will definitely contact you,"['delay_conditional', 'delay_work']"
699,sorry i've selected a different home security system and monitoring service please remove me from your interest list thanks,"['courtesy_or_statement', 'dnc', 'apology', 'chose_competitor']"
700,i'm interested but call me next week i am still moving in thr new place won't be sleeping there until next wednesday,"['is_interested', 'delay_new_house']"
701,no thankyou i have too much going on right now my grandpa just passed i will be in contact when i can please no more calls and messages,"['delay_funeral', 'dnc', 'not_interested']"
702,at 9 am only thing is i can't make no downpayment today just paid for doors and windows from the break in,"['schedule_call_day_n_time', 'delay_finances']"
703,i'm interested but just want to see a quote for a small house with front door back door garage door can only commit to 1 year contract,"['send_quote', 'is_interested', 'home_specifications']"
704,your prices were way too high i already have a system in place and was quoted thousands of dollars to add additional equipment not interested,"['existing_system', 'not_interested', 'cost_too_high']"
705,i'm sorry i had to hang up i am at work i'm going to give you my moms number since this is for her could you call her around time1 phonenumber1 thanks,"['info_for_someone_else', 'schedule_call_day_n_time', 'delay_work', 'courtesy_or_statement', 'apology']"
706,hey name1 do you have a plan where i don't put anything down and only pay money1 a month for my plan,"['cost_demand', 'greeting']"
707,i spoke with someone last week and we discussed that after oct 1 made sense since we are not currently in the home we need the system for,"['schedule_call_day_n_time', 'transfer_success', 'delay_new_house']"
708,correct how long will it take i was just told it is my turn to be at hospital so just making sure i have time to talk,"['confirmation', 'delay_sick']"
709,it's easier for me to text right now due to i'm at work how much is it for the package with the cameras,"['text_only', 'what_does_it_cost', 'delay_work']"
710,how much is for doorbells because we want one in the front yard and back yard and the screen in the inside,"['specific_equipment_cost', 'home_specifications']"
711,i can talk but i don't have much time to speak on phone if they will be specific on price then call me now,"['what_does_it_cost', 'call_now']"
712,none even asked what i was looking for first thing was that we were told a soft credit pull was being done and that was not true second i never was told we were to pay additional money to citizens bank and lastly there are some good smart devices that i would've invested in gas i known what was available i have an alarm glass break doors windows and combination lock that goes through alexa,"['existing_system', 'specific_equipment_cost', 'cost_too_high']"
713,i'm a dth organization1 occupation1 i don't know why you guys keep contacting me please take me off the list,"['dnc', 'wrong_number']"
714,please remove me from your call list iam not interested in being harassed your company has been calling me non stop,"['dnc', 'excessive_contact']"
715,please take me off of you contact list no longer interested overwhelm with a tragic family issue,"['dnc', 'not_interested']"
716,you're calling me at 9am on a sunday morning if i were interested i no longer am please stop calling me,"['dnc', 'not_interested']"
717,i currently have 5 cameras 4 sensors if i want to add a doorbell with these whats your best estimate monthly cost will be with free installation,"['existing_system', 'specific_equipment_cost', 'free_install']"
718,please i've asked several timesi do not close on my house until the date1 and i cannot make a decision until then i will call you when i am ready have a good day,"['delay_will_reply', 'delay_new_house']"
719,hi name1 nice to hear from you i am on my way to work and i get some 10 minutes to talk but if i may ask what promotions do you hv available i need 3 full cameras and i hv kwik door pad already which i believe works with your system i also hv doorbell from adt i want to switch but i don't want to pay above my budget what you get,"['specific_equipment_cost', 'greeting', 'cost_demand', 'equipment_compatible', 'call_now']"
720,i spoke with someone the other day and i did not qualify without paying out right for the product which i cannot do,"['not_eligible', 'transfer_success', 'needs_income']"
721,my current alarm company is supposed to show up tomorrow to do some upgrades the scheduling was way complicated so if they don't show i will definitely be in touch thursday 1021,"['schedule_call_day_n_time', 'delay_conditional', 'has_product']"
722,name1 i am not name2 i have told your dumbass company to stop texting and calling multiple times,"['dnc', 'wrong_number']"
723,someone already called but it seems they're unsure if vivint installs hardwired systems i'm building a new house next year and i want it 100 hardwired,"['future_interest', 'how_does_it_work', 'transfer_success']"
724,hi there this is actually his wife the home we are moving into is already contracted through you guys and he was trying too see if we could take over his contract so is that a possibility,"['about_contract', 'existing_system', 'greeting']"
725,hey i just filled out the amount of doors and windows i have in my home it's a single home i have 28 windows that are accessible 3 entry doors detached garage with 2 garage doors my home is 3 stories with finished attic front porch with 2 big windows and a deck off of back and another entry off of back to basement and kitchen send me a text if that is ok with you i am very busy today and text or emailwould work much better for me thank you,"['text_only', 'home_specifications']"
726,hi name1 do you have flood lights and door bell with talk assistant thru it thts all we need and is there a monthly fee ,"['specific_equipment_cost', 'greeting', 'what_does_it_cost']"
727,i'm moving some where different that has a security system already but if i decide i would like that extra peace of mind in side my home could i reach out for a quote,"['equipment_compatible', 'send_quote', 'new_home']"
728,later this afternoon i only want a doorbell camera and outside camera and maybe one inside the house,"['specific_equipment_cost', 'delay_hours']"
729,i talked to a rep this morning and your monthly fee is quite high for what i'm willing to spend per month also i asked you don't offer a active military discount why not,"['promo_info', 'transfer_success', 'cost_too_high']"
730,whoever i spoke with said i would have to pay 900 up front which is crazy to me adt gave me a quote of no down and 60 a month,"['cost_demand', 'transfer_success', 'cost_too_high']"
731,i was not interested in a home security system because i rent an apartment however i was interested in employment with your company if they were looking for any alarm monitoring employees in your central station so if you can point me in the right direction for that i would appreciate it thank you,"['courtesy_or_statement', 'not_interested']"
732,i was interested but i was told it would be 60 months of paying then it'll go down after that and i'm not interested,"['about_contract', 'not_interested', 'is_interested']"
733,i can assure you based on yo predatory and harassing practices your services will not be utilized remove me from all sources and do not contact me further,"['dnc', 'not_interested', 'excessive_contact']"
734,i'm still interested in learning more and how costeffective the system is compared to the other security systems that you have out there i'm looking for something that is reasonable that i will be able to have the protection that i need for my home,"['what_does_it_cost', 'is_interested']"
735,i am at work today can i call you on friday when i am off i missed your call the other day because i was busy doing some things i had to take care of sorry about that,"['schedule_call_day_n_time', 'apology']"
736,i was hook my to have someone give me pricing do you have packages is there a question air i can complete online to get a quote,"['promo_info', 'send_quote']"
737,i am interested for free install i like to know what will you charge for the package 2 motion detector 3 entry doors 3 window break sensors panic button 2 outdoor cameras with solar powered or back up batteries monthly how much monitoring warranty for replacement i need everything spelled out clearly upfront clear understanding so the contract stays for life time i have 2 other competitors with clear pricing ring and cove thanx,"['specific_equipment_cost', 'what_does_it_cost', 'is_interested', 'promo_info', 'about_contract']"
738,hi i do not want to move forward i was looking for something with no monthly cost thank you bye ,"['cost_demand', 'courtesy_or_statement', 'greeting', 'not_interested']"
739,i did call organization1 and my experience was really bad the occupation1 quoted me a price that was much higher than most of your competitors and when i asked why is that so the occupation2 in a very condescending way told me that it is expensive and is a premium service i ended up going with organization2,"['negative_call_center_experience', 'chose_competitor']"
740,i decided not to go with your company because it is cost 70month which is a ver high cost comparison with other companies for a townhouse as mine thanks,"['courtesy_or_statement', 'not_interested', 'cost_too_high']"
741,i spoke with your team already and we were not in the same ballpark on price please remove me from your list,"['dnc', 'transfer_success']"
742,hi name1 thanks for calling and contacting me we have already decided the home security company next time i will try vivint,"['greeting', 'chose_competitor']"
743,hi name1 what would a monthly payment be for service camera door bell sensors on the windows and 3 cameras,"['specific_equipment_cost', 'greeting']"
744,i want the best equipment price and time they can come i want the top of the line system and i want the best plan,"['promo_info', 'is_interested']"
745,i can chat at time1 will u be calling from this same number if so i just want to save ur number otherwise i will not pick up calls from numbers i do not realize,"['agent_contact_info', 'schedule_call_day_n_time']"
746,i spoke to someone already and after going through building out a system and looking at cost it was not worth it for me to switch over to drug1 i decided to stay with my current home security company they also offered me a really good deal almost free for two cameras thank you for reaching out however i am no longer interested,"['transfer_success', 'not_interested', 'chose_competitor']"
747,hi there we have a security system we had installed two months ago we aren't happy about it's performance what we are looking for is a potential replacement if we can get a full refund on it if not we'd only be interested in a new doorbell camera internal monitor and potentially two floodlight security cameras,"['existing_system', 'specific_equipment_cost', 'greeting']"
748,i told the last 6 phone calls from your company i am no longer interested and to please remove my number,"['dnc', 'not_interested']"
749,let me tell you quickly what i want i'm at work so i can text real quick maybe call you a little later so i have two doors i want two sensors for those 2 outdoor cameras a doorbell camera and a passcode lock or electronic door knob or whatever y'all offer,"['specific_equipment_cost', 'delay_work', 'home_specifications', 'delay_hours', 'text_only']"
750,thank you i am still under contract with organization1 next year i will be nonrenewing and will try you guys then,"['future_interest', 'confirmation', 'in_contract']"
751,sorry your outdoor camera and wall screen are way too overpriced based on other companies prices no thanks,"['not_interested', 'cost_too_high']"
752,we have the vivint system we just want to activate it but we are not paying the 53 per month the fee is ridiculous,"['existing_system', 'cost_too_high']"
753,i am still interested but i'm discussing it with my wife on what exactly we need because we don't really need window sensors because we have dogs,"['delay_evaluating', 'is_interested']"
754,the last quote organization1 gave me was money1 for just wanting exterior cameras and monitoring capability 247it was too for me,"['specific_equipment_cost', 'cost_too_high']"
755,i don't live in a home that needs all that and besides i'm not sure if we could afford the system anyway cause i was under the impression when i signed up it was free with paying for monthly monitoring,"['cost_demand', 'not_interested', 'needs_income']"
756,thank you but i am okay i don't think i want to rent the product and pay money1 a month for service,"['not_interested', 'cost_too_high']"
757,i'm still interested but i informed the last 2 people who have been calling me that i would call back when i am ready,"['delay_conditional', 'is_interested']"
758,we have decided to start the process of buying a new house so we will just reach out when we do that to see what offers you have then,"['delay_conditional', 'new_home']"
759,hello name1 what is the chance of getting a technician to come out and give me an accurate estimate to replace my current system i'm available tomorrow and friday,"['schedule_call_day_n_time', 'greeting']"
760,i looked at your systems online and sadly the system i would need is more than i can afford upfront not to mention i just became eligible for 4k internet which works great but i'm worried if it didn't work properly i'd be locked into a contract,"['courtesy_or_statement', 'about_contract', 'needs_income']"
761,y'all are the most annoying company i have researched and the only one that hasn't stopped calling even when i told y'all i was not ready to make a decision yet that id call when ready so stop calling not interested in your service,"['delay_conditional', 'excessive_contact', 'dnc', 'not_interested', 'delay_evaluating']"
762,yes i express interest in having the doorbell camera system mainly but the representative that i spoke was asking 208 down and putting that amount down now is kinda steep with the holidays and all coming up,"['cost_too_high', 'is_interested']"
763,i'm sorry i cannot afford this service at this time please do not contact me regarding this service thank you,"['dnc', 'needs_income', 'apology']"
764,it just depends on a couple this does it work with alexa and do i have to pay up front or can i pay monthly,"['about_contract', 'equipment_compatible']"
765,yes i will be closing on my home dob1 i spoke with the previous representative and told him i would reach out,"['future_interest', 'transfer_success']"
766,i am stil interested however im waiting to find out when i'll be closing on the new house once i have been told when i'll be closing i'll be in contact to schedule the install,"['future_interest', 'is_interested', 'delay_new_house']"
767,i am only looking for a company that will install the required hardware ie monitors cameras locks etc in the home i will monitor them myself myself via a mobile app i dont want any monthly cost associated with a company that monitors it for me,"['specific_equipment_cost', 'no_monitoring']"
768,it sounds like it's going to be a bit expensive it might be better for me to go through amazon and download it onto my smartphone and cameras in my home i don't want to spend a fortune because i don't have a fortune not even a tiny one and to pay for equipment which probably isn't in the cost but if we're talking approximately 100 a month or so i just can't do it it would be impossible i have way too many bills on my plate here,"['needs_income', 'chose_competitor']"
769,i already know the equipment that i need price pretty much set on what i need my last conversation with you guys i was offered 4 free months of monitoring and a free door bell and free installation i'm buying if i go with you guys 2 outdoor cameras 1 door bell camera 2 glass break sensor 1 motions sensor 2 doors sensor,"['free_install', 'transfer_success', 'specific_equipment_cost']"
770,hey with great credit what is the average monthly bill i would need door bell 2 thermostats indoor camera motion sensor door sensor and glass break sensor,"['specific_equipment_cost', 'what_does_it_cost']"
771,hi name1 so sorry i haven't gotten back to you have very bad timing am at work now will call you tomorrow,"['schedule_call_day_n_time', 'delay_work', 'apology']"
772,okay thank you actually i do have a question i'm not sure if you can help or not so as mentioned we didn't qualify for what we wanted and he mentioned a lower package for and initial payment of 150 for equipment and 38 a month would we get the touch screen wall monitor with that and would we have access to the cameras on our phones,"['cost_demand', 'confirmation', 'specific_equipment_cost']"
773,cost of the package cameras etc was over 3k i think that was 6 cameras and a doorbell and min equipment inside,"['cost_demand', 'specific_equipment_cost']"
774,i am very interested in a vivint system i am not concerned with your advertised monthly monitoring charge however the quote for the equipment needed was very high for everything i wanted i was told it was close to money1 i was not been able to get a breakdown for the equipment prices to decide which ones are the very expensive parts and how can i mitigate the issue,"['specific_equipment_cost', 'is_interested']"
775,hello i am interested unfortunately i'm out of town today can i schedule a call for tomorrow afternoon,"['schedule_call_day_n_time', 'greeting', 'is_interested']"
776,i am interested however i currently own a ring door bell and i don't have any money for the startup costs so i've been doing some comparing in pricing for your company vivant vs ring security system,"['delay_evaluating', 'is_interested', 'delay_finances']"
777,hi name1 i already spoke with someone else about this i will reach out when i'm ready my father passed away suddenly this last week so i don't have time for this right now,"['delay_conditional', 'transfer_success', 'delay_funeral', 'greeting']"
778,i'm interested in an ad i seen for a set of cameras priced at69 with installation offered as an option how much is installation,"['cost_demand', 'free_install', 'is_interested']"
779,yes i still looking for a home security the only problem with you guys is the contract i am not interested in contract specifically for 3 years plus now days nobody do contract no more maybe back in the days but not anymore so thanks for your notification but i am not interested in your product neither contract,"['confirmation', 'about_contract', 'not_interested']"
780,no thanks i think i'll stick with my current company i already paid for the equipment and i was not able to finance the equipment you offer thank you for your time,"['courtesy_or_statement', 'credit_denied', 'not_interested', 'chose_competitor']"
781,i already told the other rep that i bought a camera system already no need for a quote from u all thx,"['transfer_success', 'has_product']"
782,not yetwhere can i email you some info about the home and some security equipment that comes with this name1 home,"['existing_system', 'agent_contact_info']"
783,this is what i want 4 sensors 2 for windows 2 for two doors a panel a key fob access to alexa a door camera and if you have a doorbell that would be nice i would probably need two please send a quote,"['specific_equipment_cost', 'send_quote', 'home_specifications']"
784,noi concerned about the cost of your equipmenti didn't realize that i would need to purchase everything,"['negation', 'buy_equipment']"
785,good morning we would like to set up an appt for installationaround the first week of dec and what specials are yall running,"['promo_info', 'greeting']"
786,we are selling our house and moving out of state i will give you a call once we find our next home,"['delay_conditional', 'delay_new_house']"
787,name1 why do you call and don't say anything you just hold please don't call this number what you're doing it very professional please stop calling,"['dnc', 'system_error']"
788,sorry i had to take care of a family member i am interested in secutg syse for a 1000 sq feet with a night amera for a front door wi to h a total cost not to exceed 50 dollars per month for or equipm to location1,"['cost_demand', 'is_interested', 'apology', 'home_specifications']"
789,no i'm no longer interested please do not text or call me again place me on tge do not call list thank yoy,"['dnc', 'not_interested']"
790,yes i'm sorry last week i called you but you didn't answer then i called another company they did anyway thank you,"['confirmation', 'system_error', 'chose_competitor', 'courtesy_or_statement', 'apology']"
791,hello name1 i already spoke with name2 from organization1 we spoke about cameras door and garage locks water sensors and lighting system just wanted to see if there is a way to shut off water for the whole house,"['transfer_success', 'specific_equipment_cost', 'greeting', 'how_does_it_work']"
792,hi name1 i spoke with another occupation1 that has also been calling me regarding drug1 i am going through a death in the family and would like to hold off for the time being i would appreciate the calls to be placed on hold for another 2 weeks thanks for understanding,"['delay_funeral', 'transfer_success', 'greeting', 'courtesy_or_statement']"
